t[s]	U[V]	I[A]	Piro[°C]	TC-K[°C]
 31,580	  4,323	  6,322	1001,139	882,842
 31,590	  4,315	  6,322	1001,140	882,840
 31,600	  4,317	  6,323	1001,091	882,840
 31,610	  4,319	  6,325	1001,094	882,840
 31,620	  4,320	  6,327	1001,103	882,840
 31,630	  4,320	  6,324	1001,092	882,840
 31,640	  4,320	  6,323	1001,080	882,840
 31,650	  4,327	  6,317	1001,081	882,840
 31,660	  4,325	  6,315	1001,081	882,840
 31,670	  4,322	  6,313	1001,215	882,840
 31,680	  4,324	  6,312	1001,240	882,840
 31,690	  4,322	  6,310	1001,208	882,840
 31,700	  4,323	  6,310	1001,188	882,840
 31,710	  4,321	  6,310	1001,116	882,840
 31,720	  4,317	  6,306	1001,082	882,840
 31,730	  4,316	  6,304	1001,034	882,840
 31,740	  4,319	  6,307	1001,043	882,825
 31,750	  4,321	  6,308	1001,050	882,815
 31,760	  4,322	  6,313	1001,020	882,835
 31,770	  4,317	  6,314	1001,012	882,840
 31,780	  4,320	  6,318	1001,116	882,840
 31,790	  4,327	  6,318	1001,111	882,840
 31,800	  4,326	  6,318	1001,077	882,840
 31,810	  4,321	  6,322	1001,180	882,849
 31,820	  4,322	  6,324	1001,363	882,864
 31,830	  4,317	  6,324	1001,100	882,851
 31,840	  4,319	  6,324	1000,885	882,840
 31,850	  4,321	  6,315	1001,059	882,840
 31,860	  4,315	  6,314	1001,120	882,840
 31,870	  4,321	  6,316	1001,273	882,840
 31,880	  4,324	  6,315	1001,231	882,840
 31,890	  4,326	  6,312	1000,844	882,840
 31,900	  4,321	  6,308	1000,752	882,840
 31,910	  4,324	  6,303	1000,548	882,840
 31,920	  4,323	  6,305	1000,758	882,840
 31,930	  4,324	  6,306	1000,968	882,840
 31,940	  4,323	  6,316	1000,740	882,840
 31,950	  4,313	  6,318	1000,637	882,840
 31,960	  4,317	  6,316	1000,750	882,840
 31,970	  4,317	  6,316	1000,763	882,840
 31,980	  4,317	  6,315	1000,720	882,840
 31,990	  4,322	  6,318	1000,662	882,833
 32,000	  4,323	  6,321	1000,498	882,815
 32,010	  4,324	  6,320	1000,622	882,815
 32,020	  4,325	  6,320	1000,773	882,815
 32,030	  4,323	  6,314	1000,561	882,831
 32,040	  4,322	  6,313	1000,442	882,840
 32,050	  4,320	  6,311	1000,445	882,840
 32,060	  4,318	  6,312	1000,452	882,840
 32,070	  4,319	  6,314	1000,749	882,840
 32,080	  4,321	  6,309	1000,692	882,840
 32,090	  4,322	  6,301	1000,478	882,840
 32,100	  4,315	  6,300	1000,469	882,840
 32,110	  4,322	  6,300	1000,457	882,840
 32,120	  4,329	  6,302	1000,510	882,840
 32,130	  4,324	  6,303	1000,547	882,840
 32,140	  4,320	  6,309	1000,756	882,840
 32,150	  4,318	  6,309	1000,815	882,840
 32,160	  4,318	  6,308	1000,488	882,863
 32,170	  4,322	  6,309	1000,486	882,860
 32,180	  4,323	  6,312	1000,527	882,840
 32,190	  4,318	  6,315	1000,506	882,840
 32,200	  4,317	  6,317	1000,466	882,840
 32,210	  4,319	  6,314	1000,381	882,840
 32,220	  4,318	  6,313	1000,308	882,840
 32,230	  4,320	  6,307	1000,248	882,840
 32,240	  4,323	  6,306	1000,226	882,840
 32,250	  4,322	  6,307	1000,686	882,840
 32,260	  4,320	  6,307	1000,665	882,840
 32,270	  4,318	  6,305	1000,174	882,840
 32,280	  4,319	  6,303	1000,175	882,840
 32,290	  4,320	  6,300	1000,178	882,840
 32,300	  4,321	  6,302	1000,136	882,840
 32,310	  4,321	  6,302	1000,093	882,840
 32,320	  4,323	  6,305	1000,293	882,840
 32,330	  4,318	  6,305	1000,388	882,840
 32,340	  4,321	  6,306	1000,223	882,840
 32,350	  4,322	  6,307	1000,207	882,840
 32,360	  4,324	  6,310	1000,340	882,840
 32,370	  4,320	  6,311	1000,352	882,840
 32,380	  4,319	  6,312	1000,390	882,840
 32,390	  4,322	  6,314	1000,338	882,840
 32,400	  4,327	  6,315	1000,271	882,840
 32,410	  4,318	  6,310	1000,287	882,840
 32,420	  4,319	  6,308	1000,295	882,840
 32,430	  4,322	  6,303	999,987	882,840
 32,440	  4,322	  6,303	999,921	882,840
 32,450	  4,323	  6,304	1000,102	882,840
 32,460	  4,317	  6,299	1000,092	882,840
 32,470	  4,320	  6,292	1000,052	882,840
 32,480	  4,325	  6,292	1000,026	882,849
 32,490	  4,326	  6,291	999,984	882,864
 32,500	  4,322	  6,295	999,767	882,850
 32,510	  4,320	  6,296	999,610	882,840
 32,520	  4,315	  6,301	999,874	882,859
 32,530	  4,316	  6,301	999,952	882,864
 32,540	  4,318	  6,304	1000,159	882,817
 32,550	  4,323	  6,306	1000,090	882,819
 32,560	  4,322	  6,310	999,651	882,840
 32,570	  4,325	  6,310	999,760	882,840
 32,580	  4,318	  6,310	999,970	882,840
 32,590	  4,322	  6,307	999,830	882,840
 32,600	  4,318	  6,307	999,706	882,840
 32,610	  4,322	  6,306	999,893	882,840
 32,620	  4,320	  6,306	999,965	882,840
 32,630	  4,318	  6,301	1000,231	882,840
 32,640	  4,320	  6,299	1000,228	882,840
 32,650	  4,314	  6,295	999,965	882,840
 32,660	  4,317	  6,294	999,873	882,840
 32,670	  4,318	  6,292	999,647	882,840
 32,680	  4,322	  6,292	999,662	882,840
 32,690	  4,321	  6,291	999,679	882,840
 32,700	  4,320	  6,302	999,876	882,856
 32,710	  4,322	  6,304	999,972	882,864
 32,720	  4,329	  6,298	999,702	882,843
 32,730	  4,322	  6,300	999,662	882,840
 32,740	  4,317	  6,307	999,724	882,840
 32,750	  4,319	  6,307	999,634	882,846
 32,760	  4,318	  6,307	999,348	882,864
 32,770	  4,320	  6,310	999,428	882,854
 32,780	  4,319	  6,313	999,534	882,840
 32,790	  4,319	  6,305	999,658	882,840
 32,800	  4,323	  6,303	999,735	882,840
 32,810	  4,324	  6,301	999,571	882,840
 32,820	  4,323	  6,300	999,532	882,840
 32,830	  4,323	  6,295	999,712	882,840
 32,840	  4,320	  6,293	999,647	882,835
 32,850	  4,318	  6,289	999,369	882,815
 32,860	  4,320	  6,288	999,524	882,825
 32,870	  4,318	  6,287	999,777	882,840
 32,880	  4,320	  6,289	999,710	882,840
 32,890	  4,321	  6,289	999,659	882,840
 32,900	  4,322	  6,297	999,463	882,840
 32,910	  4,326	  6,298	999,401	882,840
 32,920	  4,321	  6,297	999,337	882,863
 32,930	  4,323	  6,299	999,343	882,861
 32,940	  4,322	  6,303	999,397	882,840
 32,950	  4,327	  6,305	999,424	882,840
 32,960	  4,322	  6,307	999,478	882,840
 32,970	  4,317	  6,305	999,411	882,840
 32,980	  4,317	  6,304	999,348	882,840
 32,990	  4,322	  6,297	999,477	882,840
 33,000	  4,329	  6,296	999,529	882,840
 33,010	  4,320	  6,295	999,197	882,840
 33,020	  4,319	  6,294	999,191	882,840
 33,030	  4,325	  6,291	999,495	882,840
 33,040	  4,322	  6,289	999,455	882,840
 33,050	  4,323	  6,288	999,354	882,840
 33,060	  4,321	  6,286	999,356	882,840
 33,070	  4,318	  6,285	999,359	882,840
 33,080	  4,320	  6,289	999,152	882,840
 33,090	  4,322	  6,290	999,046	882,840
 33,100	  4,320	  6,293	999,113	882,840
 33,110	  4,323	  6,295	999,124	882,841
 33,120	  4,322	  6,301	999,101	882,864
 33,130	  4,324	  6,302	999,154	882,859
 33,140	  4,323	  6,303	999,329	882,840
 33,150	  4,321	  6,305	999,353	882,840
 33,160	  4,321	  6,307	999,386	882,840
 33,170	  4,320	  6,302	999,196	882,840
 33,180	  4,318	  6,301	999,074	882,840
 33,190	  4,323	  6,290	999,309	882,840
 33,200	  4,323	  6,290	999,367	882,840
 33,210	  4,317	  6,290	999,352	882,840
 33,220	  4,316	  6,289	999,345	882,840
 33,230	  4,320	  6,286	999,317	882,840
 33,240	  4,327	  6,282	999,321	882,831
 33,250	  4,321	  6,279	999,326	882,815
 33,260	  4,322	  6,282	999,381	882,829
 33,270	  4,320	  6,283	999,424	882,840
 33,280	  4,322	  6,291	999,190	882,840
 33,290	  4,324	  6,291	999,111	882,840
 33,300	  4,317	  6,289	999,134	882,817
 33,310	  4,317	  6,290	999,174	882,819
 33,320	  4,318	  6,292	999,430	882,840
 33,330	  4,318	  6,298	999,367	882,840
 33,340	  4,322	  6,304	999,233	882,840
 33,350	  4,322	  6,300	999,312	882,840
 33,360	  4,326	  6,298	999,388	882,840
 33,370	  4,325	  6,290	999,422	882,823
 33,380	  4,322	  6,289	999,436	882,815
 33,390	  4,321	  6,292	999,236	882,837
 33,400	  4,325	  6,291	999,211	882,840
 33,410	  4,321	  6,288	999,206	882,840
 33,420	  4,319	  6,283	999,235	882,846
 33,430	  4,317	  6,277	999,313	882,864
 33,440	  4,320	  6,276	999,365	882,853
 33,450	  4,319	  6,275	999,426	882,840
 33,460	  4,324	  6,283	999,317	882,840
 33,470	  4,317	  6,284	999,259	882,840
 33,480	  4,319	  6,288	999,134	882,840
 33,490	  4,332	  6,289	999,115	882,840
 33,500	  4,324	  6,292	999,250	882,840
 33,510	  4,324	  6,293	999,283	882,840
 33,520	  4,320	  6,295	999,402	882,840
 33,530	  4,318	  6,296	999,353	882,840
 33,540	  4,317	  6,297	999,283	882,840
 33,550	  4,323	  6,296	999,197	882,825
 33,560	  4,319	  6,296	999,140	882,815
 33,570	  4,316	  6,286	999,253	882,835
 33,580	  4,319	  6,286	999,282	882,840
 33,590	  4,324	  6,288	999,239	882,840
 33,600	  4,322	  6,285	999,215	882,840
 33,610	  4,324	  6,281	999,099	882,840
 33,620	  4,321	  6,277	999,121	882,840
 33,630	  4,323	  6,274	999,160	882,840
 33,640	  4,320	  6,279	999,165	882,840
 33,650	  4,319	  6,281	999,169	882,840
 33,660	  4,316	  6,287	999,147	882,840
 33,670	  4,317	  6,287	999,140	882,840
 33,680	  4,319	  6,282	998,543	882,840
 33,690	  4,320	  6,284	998,541	882,840
 33,700	  4,323	  6,289	998,858	882,840
 33,710	  4,322	  6,292	998,839	882,840
 33,720	  4,325	  6,296	998,799	882,840
 33,730	  4,323	  6,294	998,660	882,840
 33,740	  4,324	  6,294	998,521	882,840
 33,750	  4,318	  6,294	998,579	882,857
 33,760	  4,318	  6,294	998,605	882,864
 33,770	  4,318	  6,286	998,529	882,843
 33,780	  4,320	  6,286	998,541	882,840
 33,790	  4,322	  6,285	998,840	882,840
 33,800	  4,323	  6,281	998,758	882,840
 33,810	  4,322	  6,275	998,524	882,840
 33,820	  4,324	  6,275	998,654	882,840
 33,830	  4,323	  6,276	998,813	882,840
 33,840	  4,323	  6,280	998,861	882,840
 33,850	  4,321	  6,281	998,887	882,840
 33,860	  4,320	  6,283	998,656	882,840
 33,870	  4,325	  6,283	998,613	882,840
 33,880	  4,321	  6,281	998,846	882,840
 33,890	  4,317	  6,284	998,848	882,845
 33,900	  4,319	  6,288	998,856	882,864
 33,910	  4,321	  6,294	998,841	882,845
 33,920	  4,325	  6,298	998,818	882,815
 33,930	  4,326	  6,291	998,644	882,830
 33,940	  4,326	  6,289	998,523	882,840
 33,950	  4,323	  6,282	998,654	882,840
 33,960	  4,319	  6,281	998,690	882,840
 33,970	  4,322	  6,277	998,827	882,840
 33,980	  4,317	  6,277	998,778	882,840
 33,990	  4,321	  6,277	998,499	882,840
 34,000	  4,317	  6,276	998,439	882,840
 34,010	  4,319	  6,276	998,327	882,840
 34,020	  4,323	  6,273	998,303	882,840
 34,030	  4,320	  6,272	998,282	882,840
 34,040	  4,321	  6,281	998,499	882,840
 34,050	  4,324	  6,282	998,579	882,840
 34,060	  4,328	  6,282	998,449	882,840
 34,070	  4,324	  6,283	998,446	882,840
 34,080	  4,316	  6,288	998,520	882,840
 34,090	  4,319	  6,287	998,457	882,840
 34,100	  4,318	  6,286	998,310	882,840
 34,110	  4,321	  6,289	998,355	882,840
 34,120	  4,317	  6,290	998,402	882,840
 34,130	  4,315	  6,289	998,347	882,840
 34,140	  4,316	  6,288	998,322	882,840
 34,150	  4,323	  6,276	998,220	882,819
 34,160	  4,322	  6,275	998,201	882,817
 34,170	  4,325	  6,274	998,142	882,840
 34,180	  4,324	  6,275	998,186	882,840
 34,190	  4,322	  6,276	998,318	882,840
 34,200	  4,320	  6,270	998,295	882,840
 34,210	  4,314	  6,266	998,265	882,840
 34,220	  4,311	  6,272	998,281	882,840
 34,230	  4,315	  6,273	998,290	882,840
 34,240	  4,322	  6,280	998,040	882,840
 34,250	  4,321	  6,280	997,985	882,840
 34,260	  4,320	  6,281	997,997	882,840
 34,270	  4,323	  6,282	997,996	882,840
 34,280	  4,324	  6,283	997,990	882,840
 34,290	  4,324	  6,286	998,204	882,840
 34,300	  4,324	  6,289	998,539	882,840
 34,310	  4,324	  6,287	998,160	882,826
 34,320	  4,321	  6,286	997,887	882,815
 34,330	  4,318	  6,282	997,920	882,834
 34,340	  4,318	  6,281	997,930	882,840
 34,350	  4,321	  6,278	998,017	882,840
 34,360	  4,321	  6,276	997,975	882,843
 34,370	  4,316	  6,272	997,715	882,864
 34,380	  4,319	  6,272	997,606	882,856
 34,390	  4,321	  6,272	997,393	882,840
 34,400	  4,325	  6,270	997,549	882,840
 34,410	  4,324	  6,269	997,688	882,840
 34,420	  4,324	  6,274	997,655	882,840
 34,430	  4,319	  6,275	997,642	882,840
 34,440	  4,319	  6,273	997,438	882,840
 34,450	  4,317	  6,274	997,422	882,840
 34,460	  4,315	  6,277	997,453	882,840
 34,470	  4,321	  6,280	997,539	882,840
 34,480	  4,324	  6,284	997,751	882,840
 34,490	  4,324	  6,285	997,606	882,840
 34,500	  4,323	  6,285	997,448	882,840
 34,510	  4,325	  6,280	997,418	882,840
 34,520	  4,319	  6,279	997,403	882,840
 34,530	  4,320	  6,276	997,578	882,840
 34,540	  4,318	  6,275	997,599	882,840
 34,550	  4,320	  6,270	997,449	882,840
 34,560	  4,323	  6,269	997,384	882,840
 34,570	  4,319	  6,267	997,178	882,840
 34,580	  4,312	  6,263	997,142	882,840
 34,590	  4,317	  6,261	997,095	882,840
 34,600	  4,319	  6,267	997,361	882,825
 34,610	  4,326	  6,268	997,525	882,815
 34,620	  4,330	  6,275	997,186	882,815
 34,630	  4,320	  6,275	997,107	882,815
 34,640	  4,320	  6,274	997,381	882,840
 34,650	  4,320	  6,275	997,386	882,840
 34,660	  4,321	  6,276	997,406	882,840
 34,670	  4,321	  6,279	997,370	882,831
 34,680	  4,314	  6,281	997,312	882,815
 34,690	  4,319	  6,277	997,223	882,815
 34,700	  4,319	  6,276	997,156	882,815
 34,710	  4,323	  6,277	997,347	882,834
 34,720	  4,322	  6,276	997,408	882,840
 34,730	  4,319	  6,269	997,219	882,840
 34,740	  4,325	  6,267	997,200	882,836
 34,750	  4,323	  6,264	997,142	882,815
 34,760	  4,322	  6,263	997,136	882,823
 34,770	  4,319	  6,263	997,124	882,840
 34,780	  4,318	  6,259	997,106	882,852
 34,790	  4,321	  6,257	997,090	882,864
 34,800	  4,318	  6,266	997,092	882,847
 34,810	  4,319	  6,267	997,092	882,840
 34,820	  4,318	  6,270	997,108	882,840
 34,830	  4,317	  6,270	997,134	882,838
 34,840	  4,322	  6,271	997,386	882,815
 34,850	  4,329	  6,274	997,392	882,822
 34,860	  4,329	  6,277	997,410	882,840
 34,870	  4,326	  6,278	997,359	882,840
 34,880	  4,320	  6,278	997,303	882,840
 34,890	  4,320	  6,275	997,393	882,840
 34,900	  4,321	  6,275	997,439	882,840
 34,910	  4,316	  6,269	997,371	882,840
 34,920	  4,315	  6,269	997,348	882,840
 34,930	  4,321	  6,268	997,074	882,840
 34,940	  4,323	  6,265	997,070	882,840
 34,950	  4,324	  6,262	997,057	882,840
 34,960	  4,324	  6,255	997,226	882,830
 34,970	  4,323	  6,251	997,459	882,815
 34,980	  4,328	  6,261	997,231	882,830
 34,990	  4,324	  6,264	997,086	882,840
 35,000	  4,318	  6,265	997,236	882,840
 35,010	  4,319	  6,265	997,274	882,840
 35,020	  4,318	  6,265	997,160	882,840
 35,030	  4,315	  6,267	997,136	882,840
 35,040	  4,315	  6,269	997,032	882,840
 35,050	  4,320	  6,273	996,968	882,840
 35,060	  4,323	  6,276	996,859	882,840
 35,070	  4,320	  6,276	996,841	882,840
 35,080	  4,324	  6,276	996,827	882,840
 35,090	  4,321	  6,267	996,731	882,840
 35,100	  4,324	  6,266	996,699	882,840
 35,110	  4,318	  6,267	996,803	882,840
 35,120	  4,323	  6,265	996,818	882,840
 35,130	  4,317	  6,261	996,876	882,840
 35,140	  4,318	  6,258	996,824	882,840
 35,150	  4,314	  6,255	996,713	882,840
 35,160	  4,320	  6,257	996,787	882,840
 35,170	  4,327	  6,258	996,859	882,840
 35,180	  4,323	  6,258	996,869	882,840
 35,190	  4,320	  6,259	996,873	882,840
 35,200	  4,323	  6,269	996,812	882,818
 35,210	  4,319	  6,268	996,787	882,815
 35,220	  4,324	  6,264	996,590	882,815
 35,230	  4,322	  6,269	996,624	882,822
 35,240	  4,315	  6,274	996,716	882,840
 35,250	  4,320	  6,275	996,722	882,840
 35,260	  4,320	  6,275	996,729	882,840
 35,270	  4,322	  6,271	996,635	882,824
 35,280	  4,319	  6,270	996,584	882,815
 35,290	  4,320	  6,265	996,768	882,836
 35,300	  4,325	  6,265	996,786	882,840
 35,310	  4,326	  6,262	996,260	882,840
 35,320	  4,328	  6,261	996,382	882,840
 35,330	  4,318	  6,260	996,814	882,840
 35,340	  4,319	  6,255	996,834	882,840
 35,350	  4,316	  6,252	996,863	882,840
 35,360	  4,322	  6,252	996,635	882,840
 35,370	  4,322	  6,252	996,484	882,840
 35,380	  4,320	  6,256	996,523	882,840
 35,390	  4,321	  6,258	996,533	882,840
 35,400	  4,318	  6,266	996,264	882,840
 35,410	  4,324	  6,267	996,257	882,840
 35,420	  4,321	  6,268	996,254	882,840
 35,430	  4,320	  6,269	996,253	882,840
 35,440	  4,322	  6,270	996,250	882,840
 35,450	  4,318	  6,269	996,225	882,840
 35,460	  4,321	  6,269	996,204	882,840
 35,470	  4,317	  6,264	996,251	882,840
 35,480	  4,316	  6,263	996,267	882,840
 35,490	  4,319	  6,259	996,277	882,840
 35,500	  4,321	  6,259	996,282	882,840
 35,510	  4,321	  6,257	996,320	882,840
 35,520	  4,324	  6,253	996,300	882,840
 35,530	  4,317	  6,248	996,256	882,840
 35,540	  4,326	  6,249	996,336	882,840
 35,550	  4,325	  6,249	996,415	882,840
 35,560	  4,325	  6,255	996,291	882,840
 35,570	  4,319	  6,256	996,235	882,840
 35,580	  4,320	  6,257	996,033	882,818
 35,590	  4,317	  6,257	996,005	882,817
 35,600	  4,317	  6,257	995,996	882,840
 35,610	  4,323	  6,262	996,026	882,840
 35,620	  4,321	  6,267	996,113	882,840
 35,630	  4,320	  6,270	996,111	882,840
 35,640	  4,323	  6,272	996,110	882,840
 35,650	  4,320	  6,263	996,028	882,824
 35,660	  4,322	  6,262	995,983	882,815
 35,670	  4,321	  6,261	996,131	882,815
 35,680	  4,322	  6,260	996,154	882,815
 35,690	  4,318	  6,257	995,798	882,815
 35,700	  4,315	  6,258	995,832	882,815
 35,710	  4,320	  6,259	995,961	882,815
 35,720	  4,319	  6,250	995,918	882,825
 35,730	  4,324	  6,244	995,852	882,840
 35,740	  4,319	  6,250	995,911	882,840
 35,750	  4,323	  6,251	995,953	882,840
 35,760	  4,322	  6,257	995,962	882,840
 35,770	  4,325	  6,257	995,964	882,840
 35,780	  4,326	  6,257	995,700	882,840
 35,790	  4,320	  6,260	995,756	882,836
 35,800	  4,319	  6,265	996,091	882,815
 35,810	  4,321	  6,263	996,016	882,815
 35,820	  4,319	  6,261	995,877	882,815
 35,830	  4,319	  6,266	995,923	882,829
 35,840	  4,323	  6,268	995,962	882,840
 35,850	  4,320	  6,260	995,784	882,822
 35,860	  4,325	  6,259	995,718	882,815
 35,870	  4,326	  6,260	996,046	882,838
 35,880	  4,325	  6,259	996,033	882,840
 35,890	  4,322	  6,255	995,695	882,840
 35,900	  4,320	  6,251	995,765	882,840
 35,910	  4,318	  6,246	995,927	882,840
 35,920	  4,320	  6,245	995,786	882,828
 35,930	  4,319	  6,245	995,639	882,815
 35,940	  4,319	  6,250	995,718	882,815
 35,950	  4,321	  6,251	995,756	882,815
 35,960	  4,318	  6,254	995,918	882,837
 35,970	  4,321	  6,254	995,932	882,840
 35,980	  4,322	  6,253	995,770	882,840
 35,990	  4,321	  6,256	995,833	882,840
 36,000	  4,323	  6,260	996,022	882,840
 36,010	  4,324	  6,263	995,859	882,840
 36,020	  4,323	  6,265	995,653	882,840
 36,030	  4,318	  6,261	995,706	882,840
 36,040	  4,318	  6,260	995,737	882,840
 36,050	  4,320	  6,255	995,728	882,820
 36,060	  4,322	  6,254	995,726	882,816
 36,070	  4,319	  6,251	995,716	882,840
 36,080	  4,320	  6,252	995,703	882,840
 36,090	  4,322	  6,252	995,650	882,840
 36,100	  4,325	  6,250	995,667	882,840
 36,110	  4,322	  6,248	995,694	882,840
 36,120	  4,325	  6,246	995,637	882,840
 36,130	  4,319	  6,245	995,597	882,840
 36,140	  4,321	  6,249	995,606	882,821
 36,150	  4,321	  6,250	995,609	882,815
 36,160	  4,320	  6,253	995,677	882,815
 36,170	  4,320	  6,252	995,681	882,815
 36,180	  4,319	  6,250	995,684	882,815
 36,190	  4,323	  6,256	995,668	882,824
 36,200	  4,321	  6,262	995,636	882,840
 36,210	  4,322	  6,262	995,546	882,840
 36,220	  4,321	  6,262	995,467	882,840
 36,230	  4,326	  6,258	995,606	882,840
 36,240	  4,327	  6,257	995,660	882,840
 36,250	  4,319	  6,255	995,656	882,840
 36,260	  4,320	  6,254	995,644	882,840
 36,270	  4,318	  6,252	995,541	882,840
 36,280	  4,320	  6,249	995,604	882,840
 36,290	  4,321	  6,247	995,758	882,840
 36,300	  4,320	  6,244	995,538	882,828
 36,310	  4,324	  6,242	995,299	882,815
 36,320	  4,322	  6,247	995,401	882,832
 36,330	  4,327	  6,248	995,451	882,840
 36,340	  4,320	  6,246	995,412	882,840
 36,350	  4,320	  6,247	995,396	882,840
 36,360	  4,322	  6,250	995,218	882,840
 36,370	  4,322	  6,253	995,298	882,840
 36,380	  4,321	  6,256	995,551	882,840
 36,390	  4,321	  6,259	995,489	882,829
 36,400	  4,317	  6,260	995,407	882,815
 36,410	  4,318	  6,257	995,378	882,815
 36,420	  4,321	  6,257	995,360	882,815
 36,430	  4,321	  6,249	995,357	882,835
 36,440	  4,324	  6,249	995,356	882,840
 36,450	  4,323	  6,250	995,410	882,840
 36,460	  4,322	  6,248	995,411	882,840
 36,470	  4,319	  6,244	995,416	882,840
 36,480	  4,321	  6,241	995,410	882,840
 36,490	  4,322	  6,238	995,400	882,840
 36,500	  4,318	  6,240	995,386	882,840
 36,510	  4,319	  6,241	995,375	882,840
 36,520	  4,323	  6,243	995,376	882,840
 36,530	  4,323	  6,244	995,376	882,840
 36,540	  4,325	  6,248	995,145	882,817
 36,550	  4,324	  6,248	995,137	882,819
 36,560	  4,327	  6,249	995,160	882,840
 36,570	  4,322	  6,252	995,138	882,840
 36,580	  4,317	  6,255	995,093	882,840
 36,590	  4,317	  6,258	995,217	882,840
 36,600	  4,317	  6,259	995,331	882,840
 36,610	  4,320	  6,255	995,366	882,822
 36,620	  4,321	  6,254	995,380	882,815
 36,630	  4,320	  6,244	995,386	882,837
 36,640	  4,317	  6,244	995,367	882,838
 36,650	  4,320	  6,243	995,160	882,815
 36,660	  4,323	  6,242	995,137	882,815
 36,670	  4,321	  6,240	995,079	882,815
 36,680	  4,326	  6,238	995,122	882,815
 36,690	  4,323	  6,237	995,170	882,815
 36,700	  4,319	  6,240	995,316	882,831
 36,710	  4,318	  6,241	995,391	882,840
 36,720	  4,319	  6,244	995,457	882,840
 36,730	  4,318	  6,245	995,466	882,840
 36,740	  4,322	  6,246	995,387	882,840
 36,750	  4,319	  6,247	995,401	882,834
 36,760	  4,323	  6,249	995,447	882,815
 36,770	  4,324	  6,253	995,475	882,815
 36,780	  4,322	  6,256	995,513	882,815
 36,790	  4,320	  6,256	995,443	882,830
 36,800	  4,320	  6,255	995,399	882,840
 36,810	  4,321	  6,249	995,254	882,820
 36,820	  4,318	  6,248	995,218	882,815
 36,830	  4,320	  6,244	995,384	882,815
 36,840	  4,323	  6,245	995,322	882,815
 36,850	  4,315	  6,246	995,031	882,815
 36,860	  4,319	  6,239	995,006	882,815
 36,870	  4,321	  6,232	994,964	882,815
 36,880	  4,325	  6,234	995,089	882,829
 36,890	  4,323	  6,235	995,188	882,840
 36,900	  4,317	  6,241	995,175	882,821
 36,910	  4,319	  6,242	995,170	882,815
 36,920	  4,326	  6,243	995,142	882,815
 36,930	  4,325	  6,244	995,130	882,815
 36,940	  4,319	  6,247	995,059	882,815
 36,950	  4,313	  6,250	995,077	882,815
 36,960	  4,321	  6,252	995,116	882,815
 36,970	  4,321	  6,253	995,118	882,828
 36,980	  4,323	  6,253	995,121	882,840
 36,990	  4,324	  6,250	995,149	882,840
 37,000	  4,320	  6,249	995,162	882,840
 37,010	  4,322	  6,241	995,118	882,840
 37,020	  4,321	  6,242	995,088	882,838
 37,030	  4,321	  6,245	994,809	882,815
 37,040	  4,320	  6,243	994,880	882,815
 37,050	  4,319	  6,239	995,069	882,815
 37,060	  4,319	  6,234	994,949	882,815
 37,070	  4,322	  6,230	994,808	882,815
 37,080	  4,320	  6,234	994,991	882,831
 37,090	  4,321	  6,235	995,090	882,840
 37,100	  4,318	  6,240	994,889	882,819
 37,110	  4,324	  6,241	994,849	882,815
 37,120	  4,328	  6,245	994,791	882,815
 37,130	  4,323	  6,245	994,804	882,815
 37,140	  4,319	  6,245	994,848	882,815
 37,150	  4,320	  6,249	994,742	882,825
 37,160	  4,324	  6,251	994,590	882,840
 37,170	  4,318	  6,252	994,584	882,840
 37,180	  4,317	  6,252	994,580	882,840
 37,190	  4,315	  6,245	994,962	882,840
 37,200	  4,323	  6,244	995,064	882,840
 37,210	  4,322	  6,239	994,821	882,816
 37,220	  4,320	  6,237	994,779	882,820
 37,230	  4,324	  6,235	994,594	882,840
 37,240	  4,324	  6,235	994,494	882,840
 37,250	  4,324	  6,234	994,317	882,840
 37,260	  4,323	  6,230	994,583	882,826
 37,270	  4,316	  6,229	994,800	882,815
 37,280	  4,317	  6,229	994,589	882,815
 37,290	  4,320	  6,230	994,516	882,815
 37,300	  4,319	  6,241	994,669	882,815
 37,310	  4,323	  6,241	994,678	882,818
 37,320	  4,324	  6,241	994,659	882,840
 37,330	  4,321	  6,243	994,662	882,840
 37,340	  4,320	  6,244	994,670	882,840
 37,350	  4,325	  6,249	994,590	882,840
 37,360	  4,323	  6,251	994,509	882,840
 37,370	  4,322	  6,245	994,626	882,823
 37,380	  4,321	  6,244	994,678	882,815
 37,390	  4,320	  6,239	994,849	882,837
 37,400	  4,318	  6,240	994,874	882,840
 37,410	  4,315	  6,243	994,896	882,840
 37,420	  4,320	  6,239	994,802	882,840
 37,430	  4,320	  6,235	994,533	882,840
 37,440	  4,323	  6,230	994,428	882,829
 37,450	  4,322	  6,227	994,301	882,815
 37,460	  4,321	  6,232	994,489	882,831
 37,470	  4,321	  6,233	994,595	882,840
 37,480	  4,320	  6,235	994,438	882,840
 37,490	  4,324	  6,236	994,414	882,840
 37,500	  4,320	  6,239	994,814	882,840
 37,510	  4,318	  6,242	994,750	882,840
 37,520	  4,322	  6,245	994,510	882,840
 37,530	  4,320	  6,245	994,426	882,840
 37,540	  4,322	  6,245	994,299	882,840
 37,550	  4,319	  6,247	994,408	882,840
 37,560	  4,321	  6,247	994,484	882,840
 37,570	  4,321	  6,240	994,316	882,821
 37,580	  4,320	  6,239	994,268	882,815
 37,590	  4,328	  6,236	994,808	882,815
 37,600	  4,320	  6,236	994,777	882,819
